學期,學號,取得學分,操行,班排百分比,就學現況,入學身分,入學方式,畢業方式,身心狀況,原住民,新住民,新住民(國籍),入學年,名單中
110-1,10913***,16,95,0.054545455,,一般生,甄選入學,一般,正常,無,無,,109,一般生
110-1,10913***,16,95,0.072727273,,一般生,聯合分發,一般,正常,無,無,,109,一般生
110-1,10913***,16,95,0.090909091,,一般生,聯合分發,一般,正常,無,無,,109,一般生
110-1,10913***,16,83,0.109090909,,一般生,甄選入學,一般,正常,無,無,,109,一般生
110-1,10913***,16,83,0.127272727,,一般生,繁星入學,一般,正常,無,無,,109,一般生
110-1,10913***,16,95,0.145454545,,一般生,甄選入學,一般,正常,無,無,,109,一般生
110-1,10913***,16,86,0.163636364,,一般生,聯合分發,一般,正常,無,無,,109,一般生
110-1,10913***,16,83,0.181818182,,一般生,甄選入學,一般,正常,無,無,,109,一般生
110-1,10913***,16,85,0.2,,一般生,甄選入學,一般,正常,無,無,,109,一般生
110-1,10913***,16,84,0.218181818,,一般生,繁星入學,一般,正常,無,無,,109,一般生
110-1,10913***,18,84,0.236363636,,一般生,甄選入學,一般,正常,無,無,,109,一般生
110-1,10913***,16,83,0.254545455,,一般生,甄選入學,一般,正常,無,無,,109,一般生
110-1,10913***,16,85,0.272727273,,一般生,聯合分發,一般,正常,無,無,,109,一般生
110-1,10913***,16,93,0.290909091,,一般生,聯合分發,一般,正常,無,無,,109,一般生
110-1,10913***,16,84,0.309090909,,一般生,甄選入學,一般,正常,無,無,,109,一般生
110-1,10913***,16,87,0.327272727,,一般生,甄選入學,一般,正常,無,無,,109,一般生
110-1,10913***,18,84,0.345454545,,一般生,甄選入學,一般,正常,無,無,,109,一般生
110-1,10913***,16,83,0.363636364,,一般生,甄選入學,一般,正常,無,無,,109,一般生
110-1,10919***,16,87,0.381818182,,一般生,轉學,,正常,無,無,,109,一般生
110-1,10913***,16,85,0.4,,一般生,繁星入學,一般,正常,無,無,,109,一般生
110-1,10913***,16,86,0.418181818,,一般生,甄選入學,一般,正常,無,無,,109,一般生
110-1,10910***,22,85,0.436363636,,一般生,獨招,一般,正常,無,無,,109,一般生
110-1,10913***,18,88,0.454545455,,一般生,甄選入學,一般,正常,無,無,,109,一般生
110-1,10913***,16,84,0.490909091,,一般生,甄選入學,一般,正常,無,無,,109,一般生
110-1,10913***,16,82,0.509090909,,一般生,聯合分發,一般,正常,無,無,,109,一般生
110-1,10913***,16,92,0.527272727,,一般生,甄選入學,一般,正常,無,無,,109,一般生
110-1,10913***,16,82,0.545454545,,一般生,甄選入學,一般,正常,無,無,,109,一般生
110-1,10913***,16,84,0.563636364,,一般生,甄選入學,一般,正常,無,無,,109,一般生
110-1,10913***,16,86,0.581818182,,一般生,甄選入學,一般,正常,無,無,,109,一般生
110-1,10919***,18,82,0.6,,一般生,轉學,,正常,無,無,,109,一般生
110-1,10913***,14,86,0.636363636,,一般生,聯合分發,一般,正常,無,無,,109,一般生
110-1,10913***,12,84,0.672727273,,一般生,聯合分發,一般,正常,無,無,,109,一般生
110-1,10913***,14,87,0.690909091,,一般生,聯合分發,一般,正常,無,無,,109,一般生
110-1,10913***,14,86,0.709090909,,一般生,甄選入學,一般,正常,無,無,,109,一般生
110-1,10914***,16,84,0.727272727,,一般生,聯合分發,一般,正常,無,無,,109,一般生
110-1,10913***,14,89,0.745454545,,一般生,甄選入學,一般,正常,無,無,,109,一般生
110-1,10910***,18,84,0.763636364,,一般生,獨招,一般,正常,無,無,,109,一般生
110-1,10913***,12,83,0.781818182,,一般生,甄選入學,一般,正常,無,無,,109,一般生
110-1,10913***,14,84,0.8,,一般生,甄選入學,一般,正常,無,新住民,印尼,109,一般生
110-1,10913***,12,84,0.818181818,,一般生,聯合分發,一般,正常,無,無,,109,一般生
110-1,10913***,12,86,0.836363636,,一般生,甄選入學,一般,正常,無,無,,109,一般生
110-1,10919***,14,82,0.854545455,,一般生,轉學,,正常,無,無,,109,一般生
110-1,10913***,14,93,0.872727273,,一般生,甄選入學,一般,正常,無,無,,109,一般生
110-1,10913***,12,82,0.890909091,,一般生,聯合分發,一般,正常,無,無,,109,一般生
110-1,10913***,10,84,0.927272727,,一般生,甄選入學,一般,正常,無,無,,109,一般生
110-1,11013***,20,84,0.018518519,,一般生,甄選入學,一般,正常,無,無,,110,一般生
110-1,11013***,20,84,0.037037037,,一般生,甄選入學,一般,正常,無,無,,110,一般生
110-1,11013***,20,85,0.055555556,,一般生,甄選入學,一般,正常,無,無,,110,一般生
110-1,11013***,20,85,0.074074074,,一般生,甄選入學,一般,正常,無,無,,110,一般生
110-1,11013***,20,83,0.092592593,,一般生,聯合分發,一般,正常,無,無,,110,一般生
110-1,11013***,20,83,0.111111111,,一般生,聯合分發,一般,正常,無,無,,110,一般生
110-1,11013***,20,87,0.12962963,,一般生,甄選入學,一般,正常,無,無,,110,一般生
110-1,11013***,20,83,0.148148148,,一般生,聯合分發,一般,正常,無,無,,110,一般生
110-1,11013***,20,83,0.166666667,,一般生,甄選入學,一般,正常,無,無,,110,一般生
110-1,11013***,20,85,0.185185185,,一般生,聯合分發,一般,正常,無,無,,110,一般生
110-1,11013***,20,83,0.203703704,,一般生,繁星入學,一般,正常,無,無,,110,一般生
110-1,11013***,20,84,0.222222222,,一般生,繁星入學,一般,正常,無,無,,110,一般生
110-1,11013***,20,83,0.240740741,,一般生,繁星入學,一般,正常,無,無,,110,一般生
110-1,11013***,20,85,0.259259259,,一般生,聯合分發,一般,正常,無,無,,110,一般生
110-1,11013***,20,82,0.277777778,,一般生,甄選入學,一般,正常,無,無,,110,一般生
110-1,11013***,20,91,0.296296296,,一般生,聯合分發,一般,正常,無,無,,110,一般生
110-1,11013***,20,79,0.314814815,,一般生,聯合分發,一般,正常,無,無,,110,一般生
110-1,11013***,20,81,0.333333333,,一般生,甄選入學,一般,正常,無,無,,110,一般生
110-1,11013***,20,83,0.351851852,,一般生,聯合分發,一般,正常,無,無,,110,一般生
110-1,11013***,20,82,0.37037037,,一般生,甄選入學,一般,正常,無,無,,110,一般生
110-1,11013***,20,84,0.388888889,,一般生,聯合分發,一般,正常,無,無,,110,一般生
110-1,11013***,20,83,0.407407407,,一般生,甄選入學,一般,正常,無,無,,110,一般生
110-1,11013***,20,83,0.425925926,,一般生,甄選入學,一般,正常,無,無,,110,一般生
110-1,11013***,20,80,0.444444444,,一般生,甄選入學,一般,正常,無,無,,110,一般生
110-1,11013***,20,83,0.462962963,,一般生,聯合分發,一般,正常,無,無,,110,一般生
110-1,11013***,20,82,0.481481481,,一般生,甄選入學,一般,正常,無,無,,110,一般生
110-1,11013***,20,84,0.5,,一般生,甄選入學,一般,正常,無,無,,110,一般生
110-1,11013***,20,86,0.518518519,,一般生,甄選入學,一般,正常,無,無,,110,一般生
110-1,11013***,20,84,0.537037037,,一般生,甄選入學,一般,正常,無,無,,110,一般生
110-1,11013***,20,83,0.555555556,,一般生,聯合分發,一般,正常,原住民,無,,110,一般生
110-1,11013***,18,80,0.574074074,,一般生,甄選入學,一般,正常,無,無,,110,一般生
110-1,11013***,18,83,0.611111111,,一般生,甄選入學,一般,正常,無,無,,110,一般生
110-1,11013***,20,81,0.62962963,,一般生,聯合分發,一般,正常,無,無,,110,一般生
110-1,11013***,20,84,0.648148148,,一般生,甄選入學,一般,正常,無,無,,110,一般生
110-1,11013***,20,82,0.666666667,,一般生,聯合分發,一般,正常,無,無,,110,一般生
110-1,11013***,18,87,0.685185185,,一般生,聯合分發,一般,正常,無,無,,110,一般生
110-1,11013***,18,86,0.703703704,,一般生,甄選入學,一般,正常,無,無,,110,一般生
110-1,11013***,20,84,0.740740741,,一般生,聯合分發,一般,正常,無,無,,110,一般生
110-1,11013***,18,87,0.759259259,,一般生,甄選入學,肄業,正常,無,無,,110,一般生
110-1,11013***,18,83,0.777777778,,一般生,甄選入學,一般,正常,無,無,,110,一般生
110-1,11013***,18,87,0.796296296,,一般生,聯合分發,一般,正常,無,無,,110,一般生
110-1,11013***,18,81,0.814814815,,一般生,聯合分發,一般,正常,無,無,,110,一般生
110-1,11013***,18,83,0.833333333,,一般生,甄選入學,一般,正常,無,無,,110,一般生
110-1,11013***,18,85,0.851851852,,一般生,聯合分發,一般,正常,無,無,,110,一般生
110-1,11013***,18,82,0.87037037,,一般生,聯合分發,一般,正常,無,無,,110,一般生
110-1,11013***,16,84,0.888888889,,一般生,甄選入學,一般,正常,無,無,,110,一般生
110-1,11013***,16,85,0.907407407,,一般生,甄選入學,一般,正常,無,無,,110,一般生
110-1,11013***,16,80,0.925925926,,一般生,聯合分發,一般,正常,無,無,,110,一般生
110-1,11013***,14,81,0.944444444,,一般生,聯合分發,一般,正常,無,無,,110,一般生
110-1,11013***,14,82,0.981481481,,一般生,甄選入學,一般,正常,無,無,,110,一般生
110-1,11013***,20,84,0.020408163,,一般生,聯合分發,一般,正常,無,無,,110,一般生
110-1,11013***,20,95,0.040816327,,一般生,聯合分發,一般,正常,無,無,,110,一般生
110-1,11013***,20,90,0.06122449,,一般生,甄選入學,一般,正常,無,無,,110,一般生
110-1,11013***,20,94,0.081632653,,一般生,甄選入學,一般,正常,無,新住民,中國大陸,110,一般生
110-1,11013***,20,87,0.102040816,,一般生,聯合分發,一般,正常,無,無,,110,一般生
110-1,11013***,20,86,0.12244898,,一般生,聯合分發,肄業,正常,無,無,,110,一般生
110-1,11013***,20,82,0.142857143,,一般生,聯合分發,一般,正常,無,無,,110,一般生
110-1,11013***,20,88,0.163265306,,一般生,甄選入學,一般,正常,無,無,,110,一般生
110-1,11013***,20,82,0.183673469,,一般生,甄選入學,一般,正常,無,無,,110,一般生
110-1,11013***,20,84,0.204081633,,一般生,甄選入學,一般,正常,無,無,,110,一般生
110-1,11013***,20,84,0.224489796,,一般生,聯合分發,一般,正常,無,無,,110,一般生
110-1,11013***,20,93,0.244897959,,一般生,繁星入學,一般,正常,無,無,,110,一般生
110-1,11013***,20,90,0.265306122,,一般生,聯合分發,一般,正常,無,無,,110,一般生
110-1,11013***,20,83,0.285714286,,一般生,甄選入學,一般,正常,無,無,,110,一般生
110-1,11013***,20,88,0.306122449,,一般生,甄選入學,一般,正常,無,無,,110,一般生
110-1,11013***,20,87,0.326530612,,一般生,甄選入學,一般,正常,無,無,,110,一般生
110-1,11013***,20,84,0.346938776,,一般生,甄選入學,一般,正常,無,無,,110,一般生
110-1,11013***,20,88,0.367346939,,一般生,聯合分發,一般,正常,無,無,,110,一般生
110-1,11013***,20,87,0.387755102,,一般生,甄選入學,一般,正常,無,無,,110,一般生
110-1,11013***,20,80,0.408163265,,一般生,甄選入學,一般,正常,無,無,,110,一般生
110-1,11013***,20,89,0.428571429,,一般生,甄選入學,一般,正常,無,無,,110,一般生
110-1,11013***,20,83,0.448979592,,一般生,甄選入學,一般,正常,無,無,,110,一般生
110-1,11013***,20,89,0.469387755,,一般生,甄選入學,一般,正常,無,無,,110,一般生
110-1,11013***,20,87,0.489795918,,一般生,甄選入學,一般,正常,無,無,,110,一般生
110-1,11013***,20,87,0.510204082,,一般生,甄選入學,一般,正常,無,無,,110,一般生
110-1,11013***,20,92,0.530612245,,一般生,聯合分發,一般,正常,無,無,,110,一般生
110-1,11013***,20,91,0.551020408,,一般生,甄選入學,一般,正常,無,無,,110,一般生
110-1,11013***,20,88,0.571428571,,一般生,甄選入學,一般,正常,無,無,,110,一般生
110-1,11013***,20,92,0.591836735,,一般生,甄選入學,一般,正常,無,無,,110,一般生
110-1,11013***,20,84,0.612244898,,一般生,聯合分發,一般,正常,無,無,,110,一般生
110-1,11013***,18,84,0.632653061,,一般生,甄選入學,一般,正常,無,無,,110,一般生
110-1,11013***,20,89,0.653061224,,一般生,甄選入學,一般,正常,無,無,,110,一般生
110-1,11013***,20,84,0.673469388,,一般生,甄選入學,一般,正常,無,無,,110,一般生
110-1,11013***,20,84,0.714285714,,一般生,聯合分發,一般,正常,無,無,,110,一般生
110-1,11013***,18,87,0.734693878,,一般生,甄選入學,肄業,正常,無,無,,110,一般生
110-1,11013***,20,82,0.795918367,,一般生,甄選入學,一般,正常,無,無,,110,一般生
110-1,11013***,20,89,0.816326531,,一般生,聯合分發,一般,正常,無,無,,110,一般生
110-1,11013***,20,92,0.836734694,,一般生,甄選入學,一般,正常,無,無,,110,一般生
110-1,11013***,20,92,0.857142857,,一般生,甄選入學,一般,正常,無,無,,110,一般生
110-1,11013***,18,82,0.897959184,,一般生,甄選入學,一般,正常,無,無,,110,一般生
110-1,11013***,18,87,0.918367347,,一般生,聯合分發,肄業,正常,無,無,,110,一般生
110-1,11013***,12,80,0.959183673,,一般生,聯合分發,一般,正常,無,無,,110,一般生
110-1,11013***,12,88,0.979591837,,一般生,甄選入學,肄業,正常,無,無,,110,一般生
110-1,10818***,17,89,0.055555556,,一般生,獨招,一般,正常,無,無,,108,一般生
110-1,10818***,17,87,0.111111111,,一般生,獨招,一般,正常,無,無,,108,一般生
110-1,10818***,17,88,0.166666667,,一般生,獨招,一般,正常,無,無,,108,一般生
110-1,10818***,17,92,0.222222222,,一般生,獨招,一般,正常,無,無,,108,一般生
110-1,10818***,17,87,0.277777778,,一般生,獨招,一般,正常,無,無,,108,一般生
110-1,10818***,17,85,0.333333333,,一般生,獨招,一般,正常,無,無,,108,一般生
110-1,10818***,17,84,0.388888889,,一般生,獨招,一般,正常,無,無,,108,一般生
110-1,10818***,17,86,0.444444444,,一般生,獨招,一般,正常,無,無,,108,一般生
110-1,10818***,17,84,0.5,,一般生,獨招,一般,正常,無,無,,108,一般生
110-1,10818***,17,83,0.555555556,,一般生,獨招,一般,正常,無,無,,108,一般生
110-1,10818***,17,83,0.611111111,,一般生,獨招,一般,正常,無,無,,108,一般生
110-1,10818***,17,86,0.666666667,,一般生,獨招,一般,正常,無,無,,108,一般生
110-1,10818***,17,85,0.722222222,,一般生,獨招,一般,正常,無,無,,108,一般生
110-1,10818***,17,84,0.777777778,,一般生,獨招,一般,正常,無,無,,108,一般生
110-1,10818***,17,89,0.833333333,,一般生,獨招,一般,正常,原住民,無,,108,一般生
110-1,10818***,17,85,0.888888889,,一般生,獨招,一般,正常,無,無,,108,一般生
110-1,10818***,17,87,0.944444444,,一般生,獨招,一般,正常,無,無,,108,一般生
110-1,10818***,17,83,1,,一般生,獨招,一般,正常,無,無,,108,一般生
110-1,11019***,10,88,0.071428571,,一般生,推薦甄選,一般,正常,無,無,,110,一般生
110-1,11019***,10,88,0.142857143,,一般生,推薦甄選,一般,正常,無,無,,110,一般生
110-1,11019***,8,89,0.285714286,,一般生,獨招,一般,正常,無,無,,110,一般生
110-1,11019***,10,88,0.357142857,,一般生,推薦甄選,一般,正常,無,無,,110,一般生
110-1,11019***,8,88,0.428571429,,一般生,獨招,一般,正常,無,無,,110,一般生
110-1,11019***,8,88,0.5,,一般生,獨招,一般,正常,無,無,,110,一般生
110-1,11019***,10,86,0.571428571,,一般生,推薦甄選,一般,正常,無,無,,110,一般生
110-1,11019***,10,86,0.714285714,,一般生,獨招,一般,正常,無,無,,110,一般生
110-1,11019***,10,82,0.785714286,,一般生,推薦甄選,肄業,正常,無,無,,110,一般生
110-1,11019***,13,92,0.857142857,,一般生,獨招,一般,正常,無,無,,110,一般生
110-1,11019***,11,94,0.928571429,,一般生,獨招,肄業,正常,無,無,,110,一般生
110-1,11019***,0,82,1,,一般生,獨招,肄業,正常,無,無,,110,一般生
110-1,11029***,8,86,0.083333333,,一般生,獨招,一般,身障,無,無,,110,一般生
110-1,11029***,10,87,0.166666667,,一般生,獨招,一般,正常,無,無,,110,一般生
110-1,11029***,7,93,0.25,,一般生,獨招,一般,正常,無,無,,110,一般生
110-1,11029***,8,86,0.333333333,,一般生,獨招,一般,正常,無,無,,110,一般生
110-1,11029***,5,95,0.416666667,,一般生,獨招,一般,正常,無,無,,110,一般生
110-1,11029***,6,86,0.5,,一般生,獨招,一般,正常,無,無,,110,一般生
110-1,11029***,10,88,0.583333333,,一般生,獨招,一般,正常,無,無,,110,一般生
110-1,11029***,10,86,0.666666667,,一般生,獨招,一般,正常,無,無,,110,一般生
110-1,11029***,10,85,0.75,,一般生,獨招,一般,正常,無,無,,110,一般生
110-1,11029***,10,85,0.833333333,,一般生,獨招,一般,正常,無,無,,110,一般生
110-1,11029***,10,85,1,,一般生,獨招,一般,正常,無,無,,110,一般生
110-1,10726***,16,95,0.028571429,,一般生,獨招,一般,正常,無,無,,107,一般生
110-1,10729***,12,93,0.057142857,,一般生,轉學,,正常,無,無,,107,一般生
110-1,10729***,12,93,0.085714286,,一般生,轉學,,正常,無,無,,107,一般生
110-1,10726***,16,90,0.114285714,,一般生,獨招,一般,正常,無,無,,107,一般生
110-1,10726***,16,87,0.142857143,,一般生,獨招,一般,正常,無,無,,107,一般生
110-1,10726***,16,89,0.171428571,,一般生,獨招,一般,正常,無,無,,107,一般生
110-1,10726***,16,87,0.2,,一般生,獨招,一般,正常,無,無,,107,一般生
110-1,10726***,16,87,0.228571429,,一般生,獨招,一般,正常,無,無,,107,一般生
110-1,10726***,16,87,0.257142857,,一般生,獨招,一般,正常,無,無,,107,一般生
110-1,10726***,16,87,0.257142857,,一般生,獨招,一般,正常,無,無,,107,一般生
110-1,10726***,16,87,0.314285714,,一般生,獨招,一般,正常,無,無,,107,一般生
110-1,10726***,16,87,0.342857143,,一般生,獨招,一般,正常,無,無,,107,一般生
110-1,10729***,18,89,0.371428571,,一般生,轉學,,正常,無,無,,107,一般生
110-1,10726***,16,87,0.4,,一般生,獨招,一般,正常,無,無,,107,一般生
110-1,10726***,16,87,0.428571429,,一般生,獨招,一般,正常,無,無,,107,一般生
110-1,10726***,16,89,0.457142857,,一般生,獨招,一般,正常,無,無,,107,一般生
110-1,10726***,16,87,0.485714286,,一般生,獨招,肄業,正常,無,無,,107,一般生
110-1,10726***,16,87,0.514285714,,一般生,獨招,一般,正常,無,無,,107,一般生
110-1,10726***,16,87,0.542857143,,一般生,獨招,一般,正常,無,無,,107,一般生
110-1,10729***,16,87,0.542857143,,一般生,轉學,,正常,無,無,,107,一般生
110-1,10726***,16,87,0.6,,一般生,獨招,一般,正常,無,無,,107,一般生
110-1,10729***,19,87,0.628571429,,一般生,轉學,,正常,無,無,,107,一般生
110-1,10726***,16,87,0.657142857,,一般生,獨招,一般,正常,無,無,,107,一般生
110-1,10726***,20,87,0.685714286,,一般生,獨招,一般,正常,無,無,,107,一般生
110-1,10726***,16,89,0.714285714,,一般生,獨招,一般,正常,無,無,,107,一般生
110-1,10726***,16,87,0.742857143,,一般生,獨招,一般,正常,無,無,,107,一般生
110-1,10726***,16,87,0.771428571,,一般生,獨招,一般,正常,無,無,,107,一般生
110-1,10726***,16,87,0.8,,一般生,獨招,一般,正常,無,無,,107,一般生
110-1,10726***,16,87,0.828571429,,一般生,獨招,一般,正常,無,無,,107,一般生
110-1,10726***,16,87,0.857142857,,一般生,獨招,一般,正常,無,無,,107,一般生
110-1,10726***,4,87,0.942857143,,一般生,獨招,一般,正常,無,無,,107,一般生
110-1,10726***,4,87,1,,一般生,獨招,肄業,正常,無,無,,107,一般生
110-1,10826***,16,93,0.023809524,,一般生,獨招,一般,正常,無,無,,108,一般生
110-1,10826***,16,85,0.047619048,,一般生,獨招,一般,正常,無,無,,108,一般生
110-1,10826***,16,83,0.071428571,,一般生,獨招,一般,正常,原住民,無,,108,一般生
110-1,10826***,16,82,0.095238095,,一般生,獨招,一般,正常,無,無,,108,一般生
110-1,10826***,16,88,0.119047619,,一般生,獨招,一般,正常,無,無,,108,一般生
110-1,10826***,16,86,0.166666667,,一般生,獨招,一般,正常,無,無,,108,一般生
110-1,10826***,16,83,0.19047619,,一般生,獨招,一般,正常,無,無,,108,一般生
110-1,10826***,16,92,0.214285714,,一般生,獨招,一般,正常,無,無,,108,一般生
110-1,10829***,16,82,0.238095238,,一般生,轉學,,正常,無,無,,108,一般生
110-1,10829***,14,82,0.261904762,,一般生,轉學,,正常,無,無,,108,一般生
110-1,10826***,16,82,0.285714286,,一般生,獨招,一般,正常,無,無,,108,一般生
110-1,10829***,14,82,0.30952381,,一般生,轉學,,正常,無,無,,108,一般生
110-1,10826***,16,82,0.333333333,,一般生,獨招,一般,正常,無,無,,108,一般生
110-1,10826***,16,83,0.357142857,,一般生,獨招,一般,正常,無,無,,108,一般生
110-1,10826***,16,82,0.380952381,,一般生,獨招,一般,正常,無,無,,108,一般生
110-1,10826***,16,82,0.404761905,,一般生,獨招,一般,正常,無,無,,108,一般生
110-1,10825***,18,82,0.428571429,,一般生,獨招,一般,正常,無,無,,108,一般生
110-1,10826***,16,89,0.452380952,,一般生,獨招,一般,正常,無,無,,108,一般生
110-1,10826***,16,82,0.476190476,,一般生,獨招,一般,正常,無,無,,108,一般生
110-1,10826***,14,89,0.5,,一般生,獨招,一般,正常,無,無,,108,一般生
110-1,10826***,14,82,0.523809524,,一般生,獨招,一般,正常,無,無,,108,一般生
110-1,10826***,16,82,0.547619048,,一般生,獨招,一般,正常,無,無,,108,一般生
110-1,10829***,12,82,0.571428571,,一般生,轉學,,正常,無,無,,108,一般生
110-1,10826***,16,82,0.595238095,,一般生,獨招,一般,正常,無,無,,108,一般生
110-1,10826***,16,82,0.619047619,,一般生,獨招,一般,正常,無,無,,108,一般生
110-1,10826***,16,82,0.642857143,,一般生,獨招,一般,正常,無,無,,108,一般生
110-1,10826***,16,83,0.666666667,,一般生,獨招,一般,正常,無,無,,108,一般生
110-1,10826***,14,82,0.69047619,,一般生,獨招,一般,正常,無,無,,108,一般生
110-1,10829***,18,82,0.714285714,,一般生,轉學,,正常,無,無,,108,一般生
110-1,10829***,18,82,0.738095238,,一般生,轉學,,正常,無,無,,108,一般生
110-1,10826***,14,82,0.761904762,,一般生,獨招,一般,正常,無,無,,108,一般生
110-1,10826***,14,82,0.785714286,,一般生,獨招,一般,正常,無,無,,108,一般生
110-1,10829***,18,82,0.80952381,,一般生,轉學,,正常,無,無,,108,一般生
110-1,10829***,12,82,0.833333333,,一般生,轉學,,正常,無,無,,108,一般生
110-1,10826***,14,82,0.857142857,,一般生,獨招,一般,正常,無,無,,108,一般生
110-1,10829***,12,82,0.880952381,,一般生,轉學,,正常,無,無,,108,一般生
110-1,10826***,12,82,0.904761905,,一般生,獨招,一般,正常,無,無,,108,一般生
110-1,10829***,10,78,0.928571429,,一般生,轉學,,正常,無,無,,108,一般生
110-1,10826***,6,80,0.952380952,,一般生,獨招,一般,正常,無,無,,108,一般生
110-1,10926***,16,84,0.02173913,,一般生,獨招,一般,正常,無,無,,109,一般生
110-1,10926***,16,87,0.043478261,,一般生,獨招,一般,正常,無,無,,109,一般生
110-1,10926***,16,83,0.065217391,,一般生,獨招,一般,正常,無,無,,109,一般生
110-1,10925***,16,84,0.086956522,,一般生,獨招,一般,正常,無,無,,109,一般生
110-1,10926***,16,94,0.108695652,,一般生,獨招,肄業,正常,無,無,,109,一般生
110-1,10926***,16,88,0.130434783,,一般生,獨招,一般,正常,無,無,,109,一般生
110-1,10926***,16,83,0.152173913,,一般生,獨招,一般,正常,無,無,,109,一般生
110-1,10926***,16,88,0.173913043,,一般生,獨招,一般,正常,無,無,,109,一般生
110-1,10926***,16,83,0.195652174,,一般生,獨招,一般,正常,無,無,,109,一般生
110-1,10926***,16,83,0.217391304,,一般生,獨招,一般,正常,無,無,,109,一般生
110-1,10926***,16,86,0.239130435,,一般生,獨招,一般,正常,無,無,,109,一般生
110-1,10926***,16,86,0.260869565,,一般生,獨招,一般,正常,無,無,,109,一般生
110-1,10926***,16,84,0.282608696,,一般生,獨招,一般,正常,無,無,,109,一般生
110-1,10926***,16,86,0.304347826,,一般生,獨招,一般,正常,無,無,,109,一般生
110-1,10926***,16,84,0.326086957,,一般生,獨招,一般,正常,無,無,,109,一般生
110-1,10926***,16,83,0.347826087,,一般生,獨招,肄業,正常,無,無,,109,一般生
110-1,10926***,16,83,0.369565217,,一般生,獨招,一般,正常,無,無,,109,一般生
110-1,10926***,16,86,0.391304348,,一般生,獨招,一般,正常,無,無,,109,一般生
110-1,10926***,16,83,0.413043478,,一般生,獨招,一般,正常,無,無,,109,一般生
110-1,10926***,16,83,0.413043478,,一般生,獨招,一般,正常,無,無,,109,一般生
110-1,10926***,16,83,0.456521739,,一般生,獨招,一般,正常,無,無,,109,一般生
110-1,10926***,16,83,0.47826087,,一般生,獨招,一般,正常,無,無,,109,一般生
110-1,10926***,16,83,0.5,,一般生,獨招,一般,正常,無,無,,109,一般生
110-1,10926***,16,87,0.52173913,,一般生,獨招,一般,正常,無,無,,109,一般生
110-1,10926***,16,83,0.543478261,,一般生,獨招,一般,正常,無,無,,109,一般生
110-1,10926***,16,83,0.565217391,,一般生,獨招,一般,正常,無,無,,109,一般生
110-1,10926***,16,83,0.586956522,,一般生,獨招,一般,正常,無,無,,109,一般生
110-1,10926***,16,83,0.608695652,,一般生,獨招,一般,正常,無,無,,109,一般生
110-1,10926***,16,83,0.608695652,,一般生,獨招,一般,正常,無,無,,109,一般生
110-1,10926***,16,84,0.652173913,,一般生,獨招,一般,正常,無,無,,109,一般生
110-1,10925***,16,83,0.673913043,,一般生,獨招,一般,正常,無,無,,109,一般生
110-1,10926***,16,86,0.695652174,,一般生,獨招,一般,正常,無,無,,109,一般生
110-1,10926***,16,83,0.717391304,,一般生,獨招,一般,正常,無,無,,109,一般生
110-1,10926***,16,83,0.739130435,,一般生,獨招,肄業,正常,無,無,,109,一般生
110-1,10926***,16,84,0.760869565,,一般生,獨招,一般,正常,無,無,,109,一般生
110-1,10926***,16,84,0.782608696,,一般生,獨招,肄業,正常,無,無,,109,一般生
110-1,10925***,16,83,0.804347826,,一般生,獨招,一般,正常,無,無,,109,一般生
110-1,10926***,14,83,0.826086957,,一般生,獨招,一般,正常,無,無,,109,一般生
110-1,10926***,16,83,0.826086957,,一般生,獨招,一般,正常,無,無,,109,一般生
110-1,10926***,16,83,0.869565217,,一般生,獨招,一般,正常,無,無,,109,一般生
110-1,10926***,16,84,0.891304348,,一般生,獨招,一般,正常,無,無,,109,一般生
110-1,10926***,16,83,0.913043478,,一般生,獨招,一般,正常,無,無,,109,一般生
110-1,10926***,16,83,0.934782609,,一般生,獨招,一般,正常,無,無,,109,一般生
110-1,10926***,12,83,0.956521739,,一般生,獨招,肄業,正常,無,無,,109,一般生
110-1,10926***,12,83,0.97826087,,一般生,獨招,一般,正常,無,無,,109,一般生
110-1,10926***,6,83,1,,一般生,獨招,一般,正常,無,無,,109,一般生
110-1,11028***,18,88,0.04,,一般生,獨招,一般,正常,無,無,,110,一般生
110-1,11028***,18,82,0.08,,一般生,獨招,一般,正常,無,無,,110,一般生
110-1,11028***,18,82,0.12,,一般生,獨招,一般,正常,無,無,,110,一般生
110-1,11028***,18,82,0.16,,一般生,獨招,一般,正常,無,無,,110,一般生
110-1,11028***,18,88,0.2,,一般生,獨招,一般,正常,無,無,,110,一般生
110-1,11028***,18,85,0.24,,一般生,獨招,一般,正常,無,無,,110,一般生
110-1,11028***,18,82,0.28,,一般生,獨招,一般,正常,無,無,,110,一般生
110-1,11028***,18,83,0.32,,一般生,獨招,一般,正常,無,無,,110,一般生
110-1,11028***,18,82,0.36,,一般生,獨招,一般,正常,無,無,,110,一般生
110-1,11028***,18,89,0.4,,一般生,獨招,一般,正常,無,無,,110,一般生
110-1,11028***,18,82,0.44,,一般生,獨招,一般,正常,無,無,,110,一般生
110-1,11028***,18,82,0.48,,一般生,獨招,一般,正常,無,無,,110,一般生
110-1,11028***,18,82,0.52,,一般生,獨招,一般,正常,無,無,,110,一般生
110-1,11028***,18,84,0.56,,一般生,獨招,一般,正常,無,無,,110,一般生
110-1,11028***,18,82,0.6,,一般生,獨招,一般,正常,無,無,,110,一般生
110-1,11028***,18,82,0.64,,一般生,獨招,一般,正常,無,無,,110,一般生
