學期,學號,取得學分,操行,班排百分比,就學現況,入學身分,入學方式,畢業方式,身心狀況,原住民,新住民,新住民(國籍),入學年,名單中
107-1,10711***,21,92,0.446428571,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10711***,21,87,0.482142857,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10711***,21,94,0.5,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10711***,19,88,0.517857143,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10711***,21,88,0.535714286,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10711***,23,89,0.553571429,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10711***,23,88,0.571428571,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10711***,19,88,0.589285714,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10711***,19,89,0.607142857,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10711***,19,88,0.625,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10711***,23,88,0.642857143,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10711***,21,88,0.660714286,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10711***,23,87,0.678571429,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10711***,21,88,0.696428571,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10711***,23,87,0.714285714,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10711***,19,89,0.732142857,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10711***,19,88,0.767857143,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10711***,19,87,0.785714286,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10711***,21,88,0.803571429,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10711***,21,87,0.857142857,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10711***,21,88,0.875,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10711***,21,87,0.01754386,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10711***,23,84,0.035087719,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10711***,23,84,0.052631579,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10711***,23,92,0.070175439,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10711***,23,92,0.087719298,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10711***,21,84,0.105263158,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10711***,23,92,0.122807018,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10711***,23,84,0.140350877,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10711***,21,87,0.157894737,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10711***,23,87,0.175438596,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10711***,23,84,0.192982456,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10711***,21,84,0.210526316,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10711***,23,84,0.228070175,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10711***,21,84,0.245614035,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10711***,21,84,0.263157895,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10711***,21,84,0.280701754,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10711***,21,95,0.298245614,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10711***,23,87,0.315789474,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10711***,23,84,0.333333333,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10711***,21,84,0.350877193,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10711***,23,87,0.368421053,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10711***,21,84,0.385964912,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10711***,21,84,0.403508772,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10711***,21,84,0.421052632,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10711***,21,87,0.438596491,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10711***,21,84,0.456140351,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10711***,23,87,0.473684211,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10711***,21,89,0.49122807,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10711***,21,87,0.50877193,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10711***,21,84,0.526315789,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10711***,21,83,0.543859649,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10711***,21,84,0.561403509,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10711***,21,86,0.578947368,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10711***,21,84,0.596491228,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10711***,23,84,0.614035088,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10711***,23,89,0.631578947,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10711***,23,84,0.649122807,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10711***,23,84,0.666666667,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10711***,21,84,0.684210526,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10711***,21,84,0.701754386,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10711***,21,92,0.719298246,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10711***,21,84,0.736842105,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10711***,21,89,0.754385965,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10711***,21,84,0.771929825,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10711***,23,84,0.789473684,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10711***,19,87,0.807017544,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10711***,21,84,0.824561404,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10711***,23,84,0.842105263,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10711***,23,83,0.859649123,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10711***,21,85,0.877192982,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10711***,21,84,0.894736842,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10711***,21,84,0.912280702,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10711***,19,84,0.929824561,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10711***,19,89,0.947368421,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10711***,19,88,0.964912281,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10711***,21,84,0.98245614,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10712***,23,90,0.019230769,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10712***,23,91,0.038461538,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10712***,23,92,0.057692308,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10712***,23,91,0.115384615,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10712***,23,93,0.134615385,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10712***,23,90,0.153846154,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10712***,23,87,0.173076923,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10712***,23,91,0.192307692,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10712***,23,95,0.211538462,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10712***,23,87,0.230769231,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10712***,23,92,0.25,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10712***,23,88,0.269230769,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10712***,23,87,0.288461538,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10712***,23,88,0.307692308,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10712***,23,88,0.307692308,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10712***,23,95,0.346153846,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10712***,23,87,0.365384615,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10712***,23,90,0.384615385,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10712***,23,87,0.403846154,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10712***,23,87,0.423076923,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10712***,23,88,0.442307692,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10712***,23,90,0.461538462,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10712***,23,86,0.480769231,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10712***,23,90,0.5,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10712***,23,87,0.519230769,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10712***,23,87,0.538461538,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10712***,23,88,0.557692308,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10712***,23,87,0.576923077,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10712***,23,87,0.596153846,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10712***,23,87,0.615384615,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10712***,23,87,0.634615385,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10712***,23,90,0.653846154,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10712***,25,94,0.673076923,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10712***,23,87,0.692307692,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10712***,23,87,0.711538462,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10711***,23,88,0.730769231,轉系(科生),一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10712***,23,89,0.75,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10712***,23,88,0.769230769,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10712***,23,94,0.788461538,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10712***,23,88,0.807692308,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10712***,23,88,0.846153846,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10712***,23,87,0.865384615,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10712***,23,88,0.884615385,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10712***,23,88,0.903846154,新生,一般生,甄選入學,肄業,正常,無,無,,107,一般生
107-1,10712***,23,88,0.923076923,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10712***,23,88,0.942307692,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10712***,23,89,0.961538462,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10712***,19,88,0.980769231,新生,一般生,聯合分發,肄業,正常,無,無,,107,一般生
107-1,10712***,19,87,1,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10712***,23,94,0.017241379,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10712***,23,87,0.034482759,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10712***,23,95,0.051724138,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10712***,23,87,0.086206897,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10712***,23,90,0.103448276,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10712***,23,92,0.120689655,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10712***,23,87,0.137931034,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10712***,23,90,0.155172414,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10712***,23,87,0.172413793,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10712***,23,87,0.189655172,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10712***,23,87,0.206896552,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10712***,23,90,0.224137931,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10712***,23,92,0.24137931,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10712***,23,90,0.25862069,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10712***,23,89,0.275862069,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10712***,23,87,0.293103448,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10712***,23,92,0.327586207,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10712***,23,87,0.344827586,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10712***,23,90,0.362068966,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10712***,23,87,0.379310345,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10712***,23,92,0.396551724,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10712***,23,90,0.413793103,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10712***,23,90,0.448275862,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10712***,23,89,0.465517241,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10712***,23,87,0.482758621,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10712***,23,87,0.5,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10712***,23,87,0.517241379,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10712***,23,89,0.534482759,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10712***,23,87,0.551724138,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10712***,23,87,0.568965517,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10712***,23,86,0.586206897,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10712***,25,95,0.620689655,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
107-1,10712***,23,90,0.637931034,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10712***,21,87,0.655172414,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
107-1,10712***,23,93,0.672413793,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
